Square 0,Square 1,Square 2,Square 3,Square 4,Square 5,Square 6,Square 7,Square 8,Square 9,Square 10,Square 11,Square 12,Square 13,Square 14,Square 15,Square 16,Square 17,Square 18,Square 19,Square 20,Square 21,Square 22,Square 23,Square 24,Square 25,Square 26,Square 27,Square 28,Square 29,Square 30,Square 31,Square 32,Square 33,Square 34,Square 35,Square 36,Square 37,Square 38,Square 39,Square 40,Square 41,Square 42,Square 43,Square 44,Square 45,Square 46,Square 47,Square 48,Square 49,Square 50,Square 51,Square 52,Square 53,Type
4,4,1,3,3,3,3,3,3,4,2,4,0,0,0,0,0,0,3,1,4,1,1,1,1,1,1,1,4,3,2,2,2,2,2,2,2,0,2,3,4,4,0,4,0,5,5,5,5,5,5,5,5,5,110101001010
4,3,1,3,3,3,3,3,3,4,2,4,0,0,0,0,0,0,1,0,4,1,1,1,1,1,1,3,1,3,2,2,2,2,2,2,2,4,0,4,4,4,0,4,2,5,5,5,5,5,5,5,5,5,100101001000
3,1,4,3,3,3,3,3,3,1,4,4,0,0,0,0,0,0,2,4,0,1,1,1,1,1,1,1,3,4,2,2,2,2,2,2,0,4,4,4,4,0,2,2,3,5,5,5,5,5,5,5,5,5,001011010001
1,3,3,3,3,3,3,3,3,4,4,1,0,0,0,0,0,0,2,4,4,1,1,1,1,1,1,3,2,0,2,2,2,2,2,2,4,4,0,4,4,0,2,1,4,5,5,5,5,5,5,5,5,5,000110011000
3,0,3,3,3,3,3,3,3,4,4,1,0,0,0,0,0,0,4,2,4,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,0,3,2,4,4,4,2,1,0,5,5,5,5,5,5,5,5,5,000110101011
4,1,2,3,3,3,3,3,3,4,2,1,0,0,0,0,0,0,4,4,3,1,1,1,1,1,1,0,4,3,2,2,2,2,2,2,2,3,4,4,4,0,1,4,0,5,5,5,5,5,5,5,5,5,100100110010
1,0,1,3,3,3,3,3,3,2,2,3,0,0,0,0,0,0,0,4,2,1,1,1,1,1,1,3,4,0,2,2,2,2,2,2,4,1,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,000000010010
2,4,3,3,3,3,3,3,3,0,4,1,0,0,0,0,0,0,4,0,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,4,4,3,2,4,4,4,3,0,5,5,5,5,5,5,5,5,5,010010101000
2,4,4,3,3,3,3,3,3,2,0,3,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,4,3,1,2,2,2,2,2,2,4,4,0,2,4,1,3,4,4,5,5,5,5,5,5,5,5,5,011000010100
1,4,3,3,3,3,3,3,3,4,3,4,0,0,0,0,0,0,3,0,1,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,2,1,0,2,4,4,2,4,0,5,5,5,5,5,5,5,5,5,010101000111
0,1,1,3,3,3,3,3,3,2,2,3,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,4,3,4,2,2,2,2,2,2,1,4,2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,000000000101
3,4,0,3,3,3,3,3,3,4,0,4,0,0,0,0,0,0,1,4,0,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,4,4,4,2,4,1,3,4,2,5,5,5,5,5,5,5,5,5,010101010000
4,4,2,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,2,2,4,1,1,1,1,1,1,0,4,0,2,2,2,2,2,2,3,1,1,0,4,4,4,4,4,5,5,5,5,5,5,5,5,5,110000001010
2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,3,2,1,4,4,1,4,4,4,5,5,5,5,5,5,5,5,5,000000010111
4,1,0,3,3,3,3,3,3,1,4,3,0,0,0,0,0,0,4,2,2,1,1,1,1,1,1,4,4,0,2,2,2,2,2,2,3,3,1,4,4,4,4,0,2,5,5,5,5,5,5,5,5,5,100010100110
4,4,2,3,3,3,3,3,3,4,1,4,0,0,0,0,0,0,3,4,4,1,1,1,1,1,1,2,0,1,2,2,2,2,2,2,0,4,3,2,4,3,1,4,0,5,5,5,5,5,5,5,5,5,110101011000
3,0,3,3,3,3,3,3,3,0,3,1,0,0,0,0,0,0,4,4,4,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,4,1,2,4,4,2,4,4,0,5,5,5,5,5,5,5,5,5,000000111010
3,1,2,3,3,3,3,3,3,4,2,0,0,0,0,0,0,0,1,3,2,1,1,1,1,1,1,3,0,4,2,2,2,2,2,2,0,4,4,4,4,4,1,4,4,5,5,5,5,5,5,5,5,5,000100000001
1,4,4,3,3,3,3,3,3,2,4,1,0,0,0,0,0,0,4,4,0,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,2,0,3,2,4,1,3,3,0,5,5,5,5,5,5,5,5,5,011010110111
1,2,3,3,3,3,3,3,3,0,4,4,0,0,0,0,0,0,2,4,2,1,1,1,1,1,1,4,1,0,2,2,2,2,2,2,4,4,1,4,4,0,4,3,3,5,5,5,5,5,5,5,5,5,000011010100
4,2,4,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,4,4,4,1,1,1,1,1,1,3,4,3,2,2,2,2,2,2,2,0,0,4,4,3,2,4,0,5,5,5,5,5,5,5,5,5,101000111010
4,4,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,4,3,2,1,1,1,1,1,1,4,4,0,2,2,2,2,2,2,3,2,1,1,4,4,4,4,0,5,5,5,5,5,5,5,5,5,110000100110
3,4,0,3,3,3,3,3,3,1,4,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,4,4,4,1,4,4,4,2,4,5,5,5,5,5,5,5,5,5,010010000000
4,0,2,3,3,3,3,3,3,4,4,4,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,3,4,3,2,2,2,2,2,2,2,2,0,4,4,4,1,3,1,5,5,5,5,5,5,5,5,5,100111001010
3,4,2,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,4,4,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,0,0,2,3,4,1,4,2,1,5,5,5,5,5,5,5,5,5,010011011011
1,3,4,3,3,3,3,3,3,1,4,3,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,4,4,0,2,2,2,2,2,2,4,0,2,4,4,4,2,2,4,5,5,5,5,5,5,5,5,5,001010000110
1,4,4,3,3,3,3,3,3,1,4,0,0,0,0,0,0,0,4,1,2,1,1,1,1,1,1,3,3,0,2,2,2,2,2,2,4,4,4,2,4,4,2,0,3,5,5,5,5,5,5,5,5,5,011010100000
4,4,2,3,3,3,3,3,3,3,4,1,0,0,0,0,0,0,2,3,4,1,1,1,1,1,1,0,1,0,2,2,2,2,2,2,3,4,1,2,4,4,4,0,4,5,5,5,5,5,5,5,5,5,110010001000
3,4,4,3,3,3,3,3,3,0,0,4,0,0,0,0,0,0,1,2,4,1,1,1,1,1,1,3,4,2,2,2,2,2,2,2,4,3,0,1,4,4,1,4,2,5,5,5,5,5,5,5,5,5,011001001010
0,3,1,3,3,3,3,3,3,4,4,4,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,4,3,2,2,2,2,2,2,4,2,4,4,4,4,0,0,3,5,5,5,5,5,5,5,5,5,000111000010
2,2,0,3,3,3,3,3,3,4,1,2,0,0,0,0,0,0,3,4,4,1,1,1,1,1,1,0,4,1,2,2,2,2,2,2,4,3,1,4,4,0,3,4,4,5,5,5,5,5,5,5,5,5,000100011010
4,3,2,3,3,3,3,3,3,4,0,4,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,2,2,0,2,2,2,2,2,2,3,4,3,4,4,4,1,4,1,5,5,5,5,5,5,5,5,5,100101001000
0,0,3,3,3,3,3,3,3,0,1,1,0,0,0,0,0,0,2,4,3,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,1,2,2,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,000000010111
4,4,2,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,4,4,2,1,1,1,1,1,1,4,2,1,2,2,2,2,2,2,0,4,1,0,4,3,4,4,3,5,5,5,5,5,5,5,5,5,110000110100
3,4,4,3,3,3,3,3,3,3,4,2,0,0,0,0,0,0,4,4,0,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,4,0,4,3,4,1,0,2,1,5,5,5,5,5,5,5,5,5,011010110010
0,4,4,3,3,3,3,3,3,1,4,0,0,0,0,0,0,0,4,0,3,1,1,1,1,1,1,4,2,4,2,2,2,2,2,2,1,4,2,3,4,4,2,1,3,5,5,5,5,5,5,5,5,5,011010100101
3,3,1,3,3,3,3,3,3,4,4,2,0,0,0,0,0,0,3,4,1,1,1,1,1,1,1,2,0,4,2,2,2,2,2,2,0,4,4,4,4,2,0,1,4,5,5,5,5,5,5,5,5,5,000110010001
1,4,4,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,4,2,1,1,1,1,1,1,3,4,4,2,2,2,2,2,2,2,1,4,0,4,3,0,2,1,5,5,5,5,5,5,5,5,5,011011010011
0,3,4,3,3,3,3,3,3,1,4,2,0,0,0,0,0,0,3,4,1,1,1,1,1,1,1,4,1,3,2,2,2,2,2,2,4,4,0,4,4,2,2,0,4,5,5,5,5,5,5,5,5,5,001010010100
2,4,0,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,2,4,4,2,2,2,2,2,2,3,2,4,1,4,0,3,3,4,5,5,5,5,5,5,5,5,5,010110010011
3,3,2,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,4,4,0,4,4,4,1,4,3,5,5,5,5,5,5,5,5,5,000100100100
0,4,3,3,3,3,3,3,3,4,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,1,1,1,4,3,2,2,2,2,2,2,4,0,2,3,4,4,2,4,4,5,5,5,5,5,5,5,5,5,010100001010
0,0,1,3,3,3,3,3,3,2,4,3,0,0,0,0,0,0,0,4,3,1,1,1,1,1,1,4,3,4,2,2,2,2,2,2,1,4,2,4,4,2,4,1,4,5,5,5,5,5,5,5,5,5,000010010101
1,4,2,3,3,3,3,3,3,3,4,1,0,0,0,0,0,0,2,4,3,1,1,1,1,1,1,0,4,0,2,2,2,2,2,2,4,2,4,3,4,0,4,1,4,5,5,5,5,5,5,5,5,5,010010010010
0,2,1,3,3,3,3,3,3,2,3,4,0,0,0,0,0,0,0,4,3,1,1,1,1,1,1,4,4,3,2,2,2,2,2,2,4,0,2,4,4,1,4,4,1,5,5,5,5,5,5,5,5,5,000001010110
3,4,0,3,3,3,3,3,3,4,4,1,0,0,0,0,0,0,4,4,2,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,4,1,1,3,4,0,3,2,0,5,5,5,5,5,5,5,5,5,010110110110
1,1,4,3,3,3,3,3,3,1,2,4,0,0,0,0,0,0,3,0,4,1,1,1,1,1,1,2,3,0,2,2,2,2,2,2,4,4,3,4,4,4,2,4,0,5,5,5,5,5,5,5,5,5,001001001000
0,4,1,3,3,3,3,3,3,4,4,1,0,0,0,0,0,0,2,4,4,1,1,1,1,1,1,2,4,3,2,2,2,2,2,2,4,1,3,0,4,3,0,2,4,5,5,5,5,5,5,5,5,5,010110011010
0,3,2,3,3,3,3,3,3,3,0,2,0,0,0,0,0,0,4,4,3,1,1,1,1,1,1,0,4,4,2,2,2,2,2,2,1,1,4,4,4,2,4,4,1,5,5,5,5,5,5,5,5,5,000000110011
0,4,1,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,3,4,3,2,2,2,2,2,2,4,1,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,010000000010
4,4,1,3,3,3,3,3,3,2,4,0,0,0,0,0,0,0,4,4,1,1,1,1,1,1,1,4,4,3,2,2,2,2,2,2,2,1,0,0,4,2,4,3,3,5,5,5,5,5,5,5,5,5,110010110110
0,4,4,3,3,3,3,3,3,3,4,2,0,0,0,0,0,0,4,4,3,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,1,1,2,3,4,0,0,2,1,5,5,5,5,5,5,5,5,5,011010110111
4,2,4,3,3,3,3,3,3,0,4,3,0,0,0,0,0,0,0,4,2,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,1,4,4,4,4,0,1,1,4,5,5,5,5,5,5,5,5,5,101010010000
0,2,2,3,3,3,3,3,3,3,4,3,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,1,0,1,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,000010000111
2,2,0,3,3,3,3,3,3,4,0,4,0,0,0,0,0,0,0,4,2,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,3,1,1,4,4,3,3,4,1,5,5,5,5,5,5,5,5,5,000101010111
2,4,3,3,3,3,3,3,3,4,4,4,0,0,0,0,0,0,0,4,3,1,1,1,1,1,1,0,4,1,2,2,2,2,2,2,4,0,4,3,4,2,2,1,1,5,5,5,5,5,5,5,5,5,010111010010
0,1,4,3,3,3,3,3,3,1,4,3,0,0,0,0,0,0,4,4,0,1,1,1,1,1,1,4,2,4,2,2,2,2,2,2,1,4,3,4,4,0,2,3,2,5,5,5,5,5,5,5,5,5,001010110101
1,2,2,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,3,4,2,1,1,1,1,1,1,4,4,0,2,2,2,2,2,2,4,0,1,4,4,1,4,4,0,5,5,5,5,5,5,5,5,5,000001010110
1,4,2,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,2,1,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,010000000111
0,0,4,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,3,4,4,2,2,2,2,2,2,1,1,4,4,4,4,0,3,2,5,5,5,5,5,5,5,5,5,001011000011
0,4,3,3,3,3,3,3,3,4,1,1,0,0,0,0,0,0,4,4,2,1,1,1,1,1,1,4,0,3,2,2,2,2,2,2,4,4,1,2,4,3,2,4,0,5,5,5,5,5,5,5,5,5,010100110100
3,4,3,3,3,3,3,3,3,4,4,2,0,0,0,0,0,0,4,3,4,1,1,1,1,1,1,0,0,4,2,2,2,2,2,2,0,4,1,1,4,4,2,2,1,5,5,5,5,5,5,5,5,5,010110101001
2,4,4,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,4,4,1,2,2,2,2,2,2,4,3,3,2,4,4,3,4,4,5,5,5,5,5,5,5,5,5,011000000110
0,4,3,3,3,3,3,3,3,4,2,2,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,4,4,3,2,2,2,2,2,2,4,3,0,0,4,4,2,4,1,5,5,5,5,5,5,5,5,5,010100100110
3,4,4,3,3,3,3,3,3,2,1,4,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,0,3,4,2,4,4,3,4,2,5,5,5,5,5,5,5,5,5,011001000011
1,4,3,3,3,3,3,3,3,0,3,4,0,0,0,0,0,0,0,4,4,1,1,1,1,1,1,2,2,4,2,2,2,2,2,2,2,4,3,0,4,1,4,4,1,5,5,5,5,5,5,5,5,5,010001011001
3,4,4,3,3,3,3,3,3,2,4,1,0,0,0,0,0,0,4,0,2,1,1,1,1,1,1,4,2,4,2,2,2,2,2,2,0,4,1,3,4,4,3,1,0,5,5,5,5,5,5,5,5,5,011010100101
0,3,3,3,3,3,3,3,3,0,1,3,0,0,0,0,0,0,4,4,1,1,1,1,1,1,1,2,4,4,2,2,2,2,2,2,1,2,4,4,4,0,4,4,2,5,5,5,5,5,5,5,5,5,000000110011
4,3,4,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,4,4,4,1,1,1,1,1,1,2,4,1,2,2,2,2,2,2,0,1,3,4,4,0,0,4,1,5,5,5,5,5,5,5,5,5,101000111010
3,3,4,3,3,3,3,3,3,2,4,2,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,0,2,0,4,4,4,3,0,1,5,5,5,5,5,5,5,5,5,001010100111
2,3,1,3,3,3,3,3,3,4,1,4,0,0,0,0,0,0,3,0,2,1,1,1,1,1,1,4,2,4,2,2,2,2,2,2,3,4,1,4,4,4,0,4,0,5,5,5,5,5,5,5,5,5,000101000101
4,4,4,3,3,3,3,3,3,0,4,4,0,0,0,0,0,0,1,4,3,1,1,1,1,1,1,4,4,0,2,2,2,2,2,2,3,3,2,1,4,0,1,2,2,5,5,5,5,5,5,5,5,5,111011010110
0,2,4,3,3,3,3,3,3,1,3,4,0,0,0,0,0,0,2,1,3,1,1,1,1,1,1,0,0,4,2,2,2,2,2,2,1,4,4,4,4,4,2,4,3,5,5,5,5,5,5,5,5,5,001001000001
4,4,0,3,3,3,3,3,3,4,4,4,0,0,0,0,0,0,1,4,4,1,1,1,1,1,1,0,4,3,2,2,2,2,2,2,2,2,1,3,4,0,3,1,2,5,5,5,5,5,5,5,5,5,110111011010
2,4,4,3,3,3,3,3,3,0,1,4,0,0,0,0,0,0,3,4,1,1,1,1,1,1,1,2,3,4,2,2,2,2,2,2,3,4,4,0,4,2,1,4,0,5,5,5,5,5,5,5,5,5,011001010001
4,3,2,3,3,3,3,3,3,3,4,1,0,0,0,0,0,0,4,0,0,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,3,4,4,4,4,2,0,5,5,5,5,5,5,5,5,5,100010100110
1,3,1,3,3,3,3,3,3,4,0,4,0,0,0,0,0,0,3,1,3,1,1,1,1,1,1,4,2,4,2,2,2,2,2,2,2,4,2,4,4,4,0,4,0,5,5,5,5,5,5,5,5,5,000101000101
4,0,3,3,3,3,3,3,3,0,1,4,0,0,0,0,0,0,1,2,0,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,5,5,5,5,5,5,5,5,5,100001000000
1,2,3,3,3,3,3,3,3,0,4,0,0,0,0,0,0,0,1,4,3,1,1,1,1,1,1,4,3,4,2,2,2,2,2,2,2,4,2,4,4,1,4,0,4,5,5,5,5,5,5,5,5,5,000010010101
1,4,4,3,3,3,3,3,3,1,0,3,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,4,4,0,2,2,2,2,2,2,4,3,2,2,4,4,2,4,4,5,5,5,5,5,5,5,5,5,011000000110
0,0,4,3,3,3,3,3,3,1,4,2,0,0,0,0,0,0,3,4,4,1,1,1,1,1,1,3,2,4,2,2,2,2,2,2,1,4,0,4,4,3,2,1,4,5,5,5,5,5,5,5,5,5,001010011001
1,0,4,3,3,3,3,3,3,1,4,4,0,0,0,0,0,0,2,2,4,1,1,1,1,1,1,3,4,0,2,2,2,2,2,2,4,1,0,4,4,4,2,3,3,5,5,5,5,5,5,5,5,5,001011001010
0,3,1,3,3,3,3,3,3,4,4,2,0,0,0,0,0,0,3,4,4,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,4,4,2,4,4,0,0,2,4,5,5,5,5,5,5,5,5,5,000110011000
2,4,1,3,3,3,3,3,3,4,4,4,0,0,0,0,0,0,3,4,2,1,1,1,1,1,1,3,4,1,2,2,2,2,2,2,4,2,4,3,4,1,0,0,0,5,5,5,5,5,5,5,5,5,010111010010
2,2,2,3,3,3,3,3,3,3,4,3,0,0,0,0,0,0,0,3,0,1,1,1,1,1,1,1,4,1,2,2,2,2,2,2,4,0,4,4,4,4,4,1,4,5,5,5,5,5,5,5,5,5,000010000010
2,4,1,3,3,3,3,3,3,4,2,4,0,0,0,0,0,0,3,4,2,1,1,1,1,1,1,4,0,4,2,2,2,2,2,2,3,4,1,3,4,1,0,4,0,5,5,5,5,5,5,5,5,5,010101010101
0,1,2,2,2,2,2,2,2,4,0,2,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,2,3,1,1,1,1,1,1,4,4,1,4,4,4,1,4,4,5,5,5,5,5,5,5,5,5,000100001000
4,0,1,3,3,3,3,3,3,4,2,0,0,0,0,0,0,0,4,4,2,1,1,1,1,1,1,3,4,2,2,2,2,2,2,2,1,3,4,4,4,1,0,4,3,5,5,5,5,5,5,5,5,5,100100110010
3,0,4,3,3,3,3,3,3,1,2,0,0,0,0,0,0,0,1,4,0,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,4,1,3,4,4,3,2,4,4,5,5,5,5,5,5,5,5,5,001000010110
4,0,3,3,3,3,3,3,3,4,2,3,0,0,0,0,0,0,0,4,2,1,1,1,1,1,1,4,4,1,2,2,2,2,2,2,0,3,1,4,4,1,2,4,4,5,5,5,5,5,5,5,5,5,100100010110
3,2,4,3,3,3,3,3,3,2,4,0,0,0,0,0,0,0,1,4,4,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,0,4,2,4,4,0,3,3,4,5,5,5,5,5,5,5,5,5,001010011001
4,4,3,3,3,3,3,3,3,4,0,4,0,0,0,0,0,0,0,4,4,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,3,4,2,3,4,2,2,4,1,5,5,5,5,5,5,5,5,5,110101011000
3,4,4,3,3,3,3,3,3,0,4,3,0,0,0,0,0,0,4,0,2,1,1,1,1,1,1,4,1,4,2,2,2,2,2,2,0,4,1,3,4,4,1,2,2,5,5,5,5,5,5,5,5,5,011010100101
3,4,3,3,3,3,3,3,3,0,1,1,0,0,0,0,0,0,2,4,0,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,4,4,4,0,4,2,4,4,4,5,5,5,5,5,5,5,5,5,010000010000
1,1,3,3,3,3,3,3,3,0,2,1,0,0,0,0,0,0,2,4,2,1,1,1,1,1,1,3,4,0,2,2,2,2,2,2,4,0,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,000000010010
4,4,1,3,3,3,3,3,3,2,2,4,0,0,0,0,0,0,3,3,0,1,1,1,1,1,1,1,4,3,2,2,2,2,2,2,2,0,4,1,4,4,4,4,0,5,5,5,5,5,5,5,5,5,110001000010
4,3,4,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,4,3,2,2,2,2,2,2,2,2,4,4,4,4,0,0,4,5,5,5,5,5,5,5,5,5,101010000010
1,2,2,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,4,1,4,1,1,1,1,1,1,1,4,0,2,2,2,2,2,2,4,0,2,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,000010101010
3,4,0,3,3,3,3,3,3,1,4,0,0,0,0,0,0,0,4,4,4,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,4,3,2,2,4,1,4,0,3,5,5,5,5,5,5,5,5,5,010010111010
2,3,4,3,3,3,3,3,3,1,4,4,0,0,0,0,0,0,3,1,0,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,3,2,4,4,4,4,2,0,0,5,5,5,5,5,5,5,5,5,001011000011
3,4,2,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,4,4,1,1,1,1,1,1,1,2,0,4,2,2,2,2,2,2,0,4,4,2,4,3,4,4,0,5,5,5,5,5,5,5,5,5,010000110001
0,4,2,3,3,3,3,3,3,3,2,4,0,0,0,0,0,0,3,0,4,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,1,1,2,3,4,4,4,4,0,5,5,5,5,5,5,5,5,5,010001001011
4,4,4,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,2,4,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,1,2,0,1,4,0,0,3,3,5,5,5,5,5,5,5,5,5,111011010110
4,4,2,3,3,3,3,3,3,4,4,1,0,0,0,0,0,0,4,0,2,1,1,1,1,1,1,3,3,0,2,2,2,2,2,2,3,4,4,2,4,4,1,1,0,5,5,5,5,5,5,5,5,5,110110100000
0,4,0,3,3,3,3,3,3,4,2,2,0,0,0,0,0,0,3,4,1,1,1,1,1,1,1,2,1,4,2,2,2,2,2,2,1,4,4,0,4,3,3,4,4,5,5,5,5,5,5,5,5,5,010100010001
1,0,2,3,3,3,3,3,3,4,4,3,0,0,0,0,0,0,0,3,4,1,1,1,1,1,1,2,4,0,2,2,2,2,2,2,4,1,3,4,4,4,1,2,4,5,5,5,5,5,5,5,5,5,000110001010
1,0,4,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,2,4,4,1,1,1,1,1,1,1,3,0,2,2,2,2,2,2,4,4,2,4,4,2,0,1,3,5,5,5,5,5,5,5,5,5,001011011000
0,0,4,3,3,3,3,3,3,1,4,1,0,0,0,0,0,0,4,4,2,1,1,1,1,1,1,3,2,3,2,2,2,2,2,2,4,4,4,4,4,3,2,1,0,5,5,5,5,5,5,5,5,5,001010110000
1,2,1,3,3,3,3,3,3,2,4,2,0,0,0,0,0,0,3,4,3,1,1,1,1,1,1,0,1,0,2,2,2,2,2,2,4,4,4,4,4,3,4,0,4,5,5,5,5,5,5,5,5,5,000010010000
2,3,2,3,3,3,3,3,3,4,2,3,0,0,0,0,0,0,0,4,0,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,3,1,4,4,4,0,1,4,4,5,5,5,5,5,5,5,5,5,000100010011
0,4,4,3,3,3,3,3,3,1,4,4,0,0,0,0,0,0,0,4,4,1,1,1,1,1,1,2,4,3,2,2,2,2,2,2,4,1,3,0,4,2,2,3,1,5,5,5,5,5,5,5,5,5,011011011010
3,4,4,3,3,3,3,3,3,1,2,2,0,0,0,0,0,0,3,4,4,1,1,1,1,1,1,0,1,4,2,2,2,2,2,2,0,4,1,0,4,3,2,4,4,5,5,5,5,5,5,5,5,5,011000011001
3,4,2,3,3,3,3,3,3,4,4,4,0,0,0,0,0,0,3,0,0,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,4,4,4,2,4,4,1,1,0,5,5,5,5,5,5,5,5,5,010111000000
4,1,3,3,3,3,3,3,3,0,4,2,0,0,0,0,0,0,4,4,3,1,1,1,1,1,1,4,3,1,2,2,2,2,2,2,0,4,2,4,4,2,4,0,1,5,5,5,5,5,5,5,5,5,100010110100
4,4,0,3,3,3,3,3,3,1,4,3,0,0,0,0,0,0,0,4,4,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,1,2,3,1,4,0,4,3,4,5,5,5,5,5,5,5,5,5,110010011010
4,4,4,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,2,4,3,2,2,2,2,2,2,2,3,4,1,4,2,0,0,4,5,5,5,5,5,5,5,5,5,111010010010
4,1,2,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,1,0,4,1,1,1,1,1,1,1,3,0,2,2,2,2,2,2,3,4,2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,100000001000
1,4,2,3,3,3,3,3,3,4,2,3,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,2,4,0,2,2,2,2,2,2,4,3,3,1,4,4,1,4,4,5,5,5,5,5,5,5,5,5,010100001010
2,1,0,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,2,4,4,2,2,2,2,2,2,3,0,4,4,4,4,3,2,4,5,5,5,5,5,5,5,5,5,000110000011
0,3,1,3,3,3,3,3,3,2,4,4,0,0,0,0,0,0,2,4,4,1,1,1,1,1,1,3,1,4,2,2,2,2,2,2,1,4,0,4,4,0,4,2,3,5,5,5,5,5,5,5,5,5,000011011001
2,4,0,3,3,3,3,3,3,4,1,4,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,4,1,2,2,2,2,2,2,4,0,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,010101000010
