Square 0,Square 1,Square 2,Square 3,Square 4,Square 5,Square 6,Square 7,Square 8,Square 9,Square 10,Square 11,Square 12,Square 13,Square 14,Square 15,Square 16,Square 17,Square 18,Square 19,Square 20,Square 21,Square 22,Square 23,Square 24,Square 25,Square 26,Square 27,Square 28,Square 29,Square 30,Square 31,Square 32,Square 33,Square 34,Square 35,Square 36,Square 37,Square 38,Square 39,Square 40,Square 41,Square 42,Square 43,Square 44,Square 45,Square 46,Square 47,Square 48,Square 49,Square 50,Square 51,Square 52,Square 53,Type
2,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BRLFFFRLBLBR
3,0,1,3,3,3,3,3,3,2,3,3,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LFRBLLFBFRRB
3,2,3,2,2,2,2,2,2,0,3,1,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FLFRFBLRRBBL
0,3,1,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FLRBFFRRBLBL
3,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,0,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LLLFRFRBRBFB
2,1,2,3,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BRBLBLFFFRLR
1,3,3,3,3,3,3,3,3,0,1,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,3,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLLFRRBBBLFF
1,3,2,3,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLBLBLFFRBRF
2,1,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1,1,1,0,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BRBLFFRBLFLR
0,3,2,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FLBLBFRRRBFL
2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1,0,0,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BBBLLFRRLFFR
3,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LBLFFFRLRBRB
1,1,1,3,3,3,3,3,3,2,2,3,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,3,3,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RRRBBLFFBLLF
1,2,3,3,3,3,3,3,3,0,3,1,0,0,0,0,0,0,2,1,2,1,1,1,1,1,1,3,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RBLFLRBRBLFF
3,2,0,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,2,3,3,1,1,1,1,1,1,0,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LBFRFRBLLFRB
2,2,0,0,0,0,0,0,0,1,3,2,1,1,1,1,1,1,3,0,3,2,2,2,2,2,2,0,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RRLFBRBLBLFF
2,0,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,3,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BFLFRFRBBLLR
1,3,1,3,3,3,3,3,3,2,1,2,0,0,0,0,0,0,3,2,3,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLRBRBLBLFFF
0,0,0,3,3,3,3,3,3,1,3,1,0,0,0,0,0,0,2,1,2,1,1,1,1,1,1,3,2,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FFFRLRBRBLBL
3,0,0,3,3,3,3,3,3,1,2,1,0,0,0,0,0,0,2,1,3,1,1,1,1,1,1,0,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LFFRBRBRLFLB
2,2,3,3,3,3,3,3,3,0,0,2,0,0,0,0,0,0,3,3,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BBLFFBLLFRRR
1,3,3,3,3,3,3,3,3,0,1,2,0,0,0,0,0,0,3,0,1,1,1,1,1,1,1,2,2,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLLFRBLFRBBF
0,2,0,3,3,3,3,3,3,1,0,2,0,0,0,0,0,0,3,3,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FBFRFBLLRBRL
2,2,3,3,3,3,3,3,3,0,1,2,0,0,0,0,0,0,3,0,0,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BBLFRBLFFRLR
2,0,0,3,3,3,3,3,3,1,1,3,0,0,0,0,0,0,0,3,2,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BFFRRLFLBLBR
0,3,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FLBLFRBRFRBL
0,1,1,3,3,3,3,3,3,2,3,2,0,0,0,0,0,0,3,2,0,1,1,1,1,1,1,1,0,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FRRBLBLBFRFL
3,1,0,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,2,2,3,1,1,1,1,1,1,0,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LRFRFRBBLFLB
1,2,3,3,3,3,3,3,3,0,3,2,0,0,0,0,0,0,3,0,1,1,1,1,1,1,1,2,1,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RBLFLBLFRBRF
2,1,3,3,3,3,3,3,3,0,3,2,0,0,0,0,0,0,3,0,0,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BRLFLBLFFRBR
1,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0,2,1,2,1,1,1,1,1,1,3,2,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLLFFRBRBLBF
2,0,2,0,0,0,0,0,0,3,3,3,1,1,1,1,1,1,0,1,0,2,2,2,2,2,2,1,2,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLRBBBLFLFRF
0,0,2,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FFBLBFRLRBRL
3,0,1,3,3,3,3,3,3,2,2,3,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LFRBBLFRFRLB
2,1,2,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,3,0,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BRBLFLFLFRBR
2,3,2,3,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BLBLBLFRFRFR
3,0,3,3,3,3,3,3,3,0,2,1,0,0,0,0,0,0,2,3,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LFLFBRBLFRRB
3,0,0,3,3,3,3,3,3,1,2,3,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LFFRBLFLRBRB
3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LLLFFFRRRBBB
3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LLLFFRBBFRRB
2,0,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BFLFLFRRBLBR
2,1,0,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,0,3,2,0,0,0,0,0,0,3,0,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LBRBLFRFLFRB
3,0,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LFLFLFRBRBRB
3,2,0,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,2,0,3,1,1,1,1,1,1,0,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LBFRRRBFLFLB
2,0,2,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,1,3,3,1,1,1,1,1,1,0,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BFBLRFRLLFBR
1,2,2,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,2,3,3,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RBBLRRBLLFFF
1,3,2,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,2,0,3,1,1,1,1,1,1,0,2,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLBLRRBFLFBF
2,0,2,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1,0,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BFBLBFRRLFLR
1,2,2,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,2,3,3,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RBBLRRBLLFFF
3,1,3,3,3,3,3,3,3,0,2,1,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LRLFBRBFFRLB
2,1,2,0,0,0,0,0,0,3,2,0,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,0,0,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RFRBRLFBBLLF
1,0,2,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0,2,3,3,1,1,1,1,1,1,0,1,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RFBLBRBLLFRF
2,3,2,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BLBLFLFBFRRR
3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LLLFFFRRRBBB
2,0,3,3,3,3,3,3,3,0,1,2,0,0,0,0,0,0,3,3,0,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BFLFRBLLFRBR
0,0,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FFBLLFRRRBBL
2,3,0,3,3,3,3,3,3,1,1,2,0,0,0,0,0,0,3,0,3,1,1,1,1,1,1,0,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BLFRRBLFLFBR
0,0,1,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FFRBBFRRBLLL
2,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BLLFRFRFBLBR
3,0,0,3,3,3,3,3,3,1,2,3,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LFFRBLFLRBRB
0,2,1,2,2,2,2,2,2,2,1,0,3,3,3,3,3,3,1,0,2,0,0,0,0,0,0,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLBLBRBRLFFF
1,0,1,3,3,3,3,3,3,2,3,3,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,3,2,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RFRBLLFRBLBF
2,0,2,3,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,3,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BFBLBLFLFRRR
3,1,1,2,2,2,2,2,2,2,3,0,3,3,3,3,3,3,1,2,3,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FBBLFRBLFRRL
2,1,2,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BRBLLLFBFRFR
3,3,1,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1,1,1,0,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LLRBFFRBLFRB
2,2,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BBLFLFRFBLRR
1,2,3,2,2,2,2,2,2,0,1,2,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BLFRBLFFBLRR
2,1,3,3,3,3,3,3,3,0,2,2,0,0,0,0,0,0,3,3,0,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BRLFBBLLFRFR
0,0,2,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,2,3,0,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FFBLRRBLFRBL
0,1,2,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FRBLBFRFRBLL
1,1,3,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,3,3,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RRLFFRBBBLLF
0,3,2,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FLBLBRBFFRRL
3,1,1,3,3,3,3,3,3,2,0,3,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LRRBFLFBFRLB
2,2,3,3,3,3,3,3,3,0,1,2,0,0,0,0,0,0,3,0,0,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BBLFRBLFFRLR
3,3,0,3,3,3,3,3,3,1,2,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LLFRBLFRRBFB
2,3,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1,0,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BLBLFFRRLFBR
1,1,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,0,0,0,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FFFRRRBBBLLL
0,1,1,3,3,3,3,3,3,2,2,2,0,0,0,0,0,0,3,0,0,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FRRBBBLFFRLL
0,3,0,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,3,1,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FLFRFRBBBLRL
1,3,1,3,3,3,3,3,3,2,0,2,0,0,0,0,0,0,3,1,3,1,1,1,1,1,1,0,2,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLRBFBLRLFBF
0,3,1,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,3,1,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FLRBBFRFBLRL
1,0,3,3,3,3,3,3,3,0,2,1,0,0,0,0,0,0,2,1,2,1,1,1,1,1,1,3,3,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RFLFBRBRBLLF
2,0,2,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1,0,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BFBLBFRRLFLR
0,0,2,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0,2,1,0,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FFBLBRBRFRLL
2,3,0,3,3,3,3,3,3,1,0,3,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BLFRFLFRBLBR
0,0,2,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,2,3,0,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LLRBFFRBLFRB
3,0,1,3,3,3,3,3,3,2,2,3,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LFRBBLFRFRLB
3,2,1,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1,0,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LBRBFFRRLFLB
3,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,0,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LLLFRFRBRBFB
1,1,1,3,3,3,3,3,3,2,0,3,0,0,0,0,0,0,0,3,2,1,1,1,1,1,1,3,2,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RRRBFLFLBLBF
1,0,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,1,2,0,0,0,0,0,0,3,2,0,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BRBLFFRBLFLR
0,3,0,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,2,0,2,1,1,1,1,1,1,3,2,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FLFRRRBFBLBL
1,0,2,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,2,1,3,1,1,1,1,1,1,0,2,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RFBLLRBRLFBF
1,1,3,2,2,2,2,2,2,0,0,2,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BBFRRLFFBLLR
0,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FBBLLFRFRBRL
1,0,3,3,3,3,3,3,3,0,1,1,0,0,0,0,0,0,2,3,2,1,1,1,1,1,1,3,2,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RFLFRRBLBLBF
3,0,3,3,3,3,3,3,3,0,2,1,0,0,0,0,0,0,2,3,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LFLFBRBLFRRB
1,1,2,3,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,2,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RRBLBLFLRBFF
3,3,0,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,2,1,3,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LLFRFRBRLFBB
2,1,3,3,3,3,3,3,3,0,2,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,3,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BRLFBFRFBLLR
1,3,2,3,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLBLBLFFRBRF
3,2,0,3,3,3,3,3,3,1,1,3,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,2,0,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LBFRRLFLRBFB
1,2,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RBBLRLFFRBLF
2,3,0,3,3,3,3,3,3,1,2,3,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BLFRBLFFBLRR
3,1,0,3,3,3,3,3,3,1,3,1,0,0,0,0,0,0,2,0,3,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LRFRLRBFLFBB
0,1,0,2,2,2,2,2,2,1,0,1,3,3,3,3,3,3,2,3,2,0,0,0,0,0,0,3,2,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RBRBRBLFLFLF
3,1,1,2,2,2,2,2,2,2,2,0,3,3,3,3,3,3,1,0,3,0,0,0,0,0,0,0,3,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,FBBLLRBRFRFL
1,3,3,3,3,3,3,3,3,0,2,2,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,2,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RLLFBBLRRBFF
2,1,0,3,3,3,3,3,3,1,2,2,0,0,0,0,0,0,3,0,3,1,1,1,1,1,1,0,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BRFRBBLFLFLR
2,2,3,3,3,3,3,3,3,0,0,2,0,0,0,0,0,0,3,3,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,BBLFFBLLFRRR
1,0,2,3,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,RFBLBLFRRBLF
3,2,0,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,2,3,3,1,1,1,1,1,1,0,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,LBFRFRBLLFRB
